timestamp,client_ip,reason,filename,prediction
2025-11-02 23:26:25,127.0.0.1,Repeated image submission,10000.jpg,Dog
2025-11-02 23:26:26,127.0.0.1,Repeated image submission,10000.jpg,Dog
2025-11-02 23:26:27,127.0.0.1,Repeated image submission,10000.jpg,Dog
2025-11-02 23:26:29,127.0.0.1,Repeated image submission,10000.jpg,Dog
2025-11-03 09:46:14,127.0.0.1,Repeated image submission,10000.jpg,Dog
2025-11-03 09:46:15,127.0.0.1,Repeated image submission,10000.jpg,Dog
2025-11-03 09:49:06,127.0.0.1,Repeated image submission,10000.jpg,Dog
2025-11-03 14:16:42,127.0.0.1,Repeated image submission,983.jpg,Cat
